149992750961706,9,6,3,5,8,1,1,1240000,8,8,0,300,1,1,1,1
149335860141529,3,6,2,1,2,1,0,300000,2,2,0,1800,1,1,1,1
337549474213743,3,6,2,1,2,1,0,333000,3,3,0,900,1,1,1,1
105507674522141,3,6,2,1,2,1,0,900000,2,2,0,600,1,1,1,1
91016934481767,3,6,2,1,2,1,0,1100000,2,2,0,600,1,1,1,1
257229898477939,3,6,1,2,2,1,0,4800000,2,2,0,1000,1,1,1,1
330681625907264,3,6,2,1,2,1,0,800000,2,2,0,600,1,1,2,2
417861896888227,3,6,1,2,2,1,0,788700,3,3,0,900,1,1,2,2
32210247867971,3,6,2,1,2,1,0,1700000,2,2,0,600,1,1,1,2
60214195841291,3,6,1,2,2,1,0,2745000,2,2,1,800,1,1,2,2
238753749724365,3,6,1,2,2,1,0,400000,2,2,0,4000,1,1,1,1
299467113383685,3,6,2,1,2,1,0,1333000,2,2,0,10000,1,1,1,1
298248897470305,4,6,3,1,3,1,0,510000,3,3,0,900,1,1,1,1
196203779021474,4,6,3,1,3,1,0,310000,3,3,0,900,1,1,1,1
234541412591048,3,6,1,2,2,1,0,700000,2,2,0,6700,1,1,1,1
174250359977466,3,6,2,1,2,1,0,160000,4,4,0,1900,1,1,1,1
12098125966824,3,6,2,1,2,1,0,60000,2,2,2,300,1,1,1,1
69658900037922,4,6,3,1,3,1,0,807000,4,4,0,1200,1,1,1,1
313470426832921,4,6,3,1,3,1,0,1900000,4,4,0,1200,1,1,2,2
570874929845973,3,6,1,1,2,1,1,1200000,2,2,0,600,1,1,2,2
467268646853306,3,6,2,1,2,1,0,434000,2,2,0,600,1,1,1,1
571003458644,3,6,1,2,2,1,0,4890000,2,2,0,1000,1,1,2,1
43369066537025,3,6,1,2,2,1,0,5000000,2,2,0,800,1,1,1,1
79157840649734,3,6,1,2,2,1,0,650000,2,2,0,6500,1,1,1,1
5679467156522,3,6,1,1,2,1,1,1200000,2,2,0,600,1,1,1,1
102027986323291,3,6,2,1,2,1,0,1607500,2,2,0,800,1,1,1,1
476976404568102,3,6,1,2,2,1,0,1000000,2,2,0,600,1,1,1,1
725585610250578,3,6,1,2,2,1,0,11294000,3,3,0,1500,1,1,1,1
344840168933729,3,6,2,1,2,1,0,700000,2,2,0,600,1,1,1,1
154435244837789,3,6,1,1,2,1,1,5990000,2,2,0,1000,1,1,2,2
16479653138268,3,6,2,1,2,1,0,4000000,2,2,0,800,1,1,1,1
84606823922875,3,6,2,1,2,1,0,700000,2,2,0,3500,1,1,1,1
492285120175395,4,6,2,2,2,2,0,1980500,4,4,0,1400,2,1,2,2
80432889092743,3,6,1,2,2,1,0,1210000,2,2,0,600,1,1,2,2
177856200558930,3,6,2,1,2,1,0,1959000,2,2,0,800,1,1,1,1
341742361942760,2,2,1,1,2,0,2,17800,3,3,0,900,2,1,2,2
42927158976730,38,6,3,34,37,1,1,6312000,38,38,0,11600,1,1,1,1
79152480701509,3,6,1,1,2,1,1,9600000,2,2,0,1000,1,1,2,2
345018235185730,3,6,2,1,2,1,0,5600,2,2,0,600,1,1,1,1
23827480045131,4,6,3,1,3,1,0,1900500,3,3,0,1100,1,1,1,1
211738793043435,3,6,2,1,2,1,0,350000,2,1,0,600,1,1,1,1
89949470326430,3,6,2,1,2,1,0,1150000,2,2,0,1800,1,1,1,1
157068927045098,4,6,2,2,2,2,0,4747100,3,3,0,1100,1,1,2,1
313059786571057,3,6,2,1,2,1,0,40000,2,2,0,300,1,1,1,1
2229293565943,3,6,2,1,2,1,0,446000,2,2,0,600,2,1,2,1
165766626304027,3,6,2,1,2,1,0,5000000,2,2,0,1000,1,1,1,1
39602593383452,10,6,1,9,9,1,0,1992800,11,11,0,10609,6,2,4,4
308134266817095,3,6,2,1,2,1,0,100000,2,2,0,1000,1,1,1,1
169863652191813,3,6,1,2,2,1,0,1640000,2,2,0,600,1,1,1,1
458871087183647,3,6,2,1,2,1,0,282600,2,2,0,600,1,1,1,1
8877708689067,3,6,1,2,2,1,0,367100,2,2,0,600,2,1,2,2
646363927042661,3,6,2,1,2,1,0,280000,2,2,0,600,1,1,1,1
60495246805821,3,6,2,1,2,1,0,346000,2,2,0,600,1,1,1,1
66781345745940,5,6,2,1,3,2,1,1837200,4,4,0,900,1,1,1,1
321518037804707,3,6,2,1,2,1,0,220000,2,2,0,600,1,1,1,1
209990647616956,3,6,2,1,2,1,0,712500,2,2,0,5300,1,1,1,1
783359571752126,3,6,2,1,2,1,0,87100,2,2,0,600,1,1,1,1
161643173026483,6,6,3,2,3,3,0,1760000,7,7,0,2100,1,1,1,1
76389722625329,4,6,3,1,3,1,0,710000,3,3,0,900,1,1,1,1
40988145990183,4,6,1,2,3,1,1,90000,3,3,0,1300,1,1,1,1
262170395112073,3,6,2,1,2,1,0,700000,2,2,0,600,1,1,1,1
822324113163142,3,6,2,1,2,1,0,2000000,2,2,1,800,1,1,1,1
104254880261241,3,6,2,1,2,1,0,332000,2,2,0,600,1,1,1,1
518243196118182,3,6,2,1,2,1,0,4406100,2,2,0,800,1,1,1,1
198586307534196,3,6,2,1,2,1,0,350000,2,2,0,600,1,1,1,1
160867429750518,4,6,3,1,3,1,0,1790000,3,2,0,900,1,1,1,1
459274737896381,3,6,2,1,2,1,0,2500000,2,2,0,800,1,1,1,1
277086134706354,3,6,1,1,2,1,1,6000000,2,2,0,1000,1,1,2,2
88397109766893,3,6,1,2,2,1,0,1300000,2,2,0,600,2,1,2,2
565073175499982,3,6,2,1,2,1,0,1030000,2,2,0,600,1,1,1,1
161293168683129,2,2,1,1,2,0,2,320000,2,2,0,600,1,1,1,1
539021610379164,3,6,2,1,2,1,0,460000,2,2,0,600,1,1,1,1
421219428372232,3,6,1,1,2,1,1,60000,2,2,0,600,1,1,1,1
137871276584436,3,6,2,1,2,1,0,2013500,2,2,0,800,1,1,1,1
173298064010573,3,6,2,1,2,1,0,1185000,2,2,0,600,1,1,1,1
280396683101612,3,6,1,2,2,1,0,10000000,2,2,0,1000,1,1,1,1
14191686169408,4,6,3,1,3,1,0,3120000,4,3,0,1400,1,1,1,1
25855949279668,4,6,2,2,2,2,0,160000,3,3,0,1300,1,1,1,1
37273241415574,5,6,2,3,3,2,0,1796800,4,4,0,1200,1,1,3,3
325084088615833,3,6,2,1,2,1,0,1010000,2,2,0,600,1,1,1,1
55204474464949,3,6,1,1,2,1,1,3200000,2,2,0,800,1,1,2,2
414433148223732,3,6,2,1,2,1,0,230000,2,2,0,600,1,1,1,1
202697786043650,3,6,2,1,2,1,0,300000,4,4,0,1200,1,1,1,1
476955271466273,3,6,2,1,2,1,0,3800000,2,2,0,1000,1,1,1,1
257854229885628,3,6,2,1,2,1,0,255000,2,2,0,600,1,1,1,1
123097443311260,4,6,3,1,3,1,0,315000,3,3,0,2460,1,1,1,1
42646570058297,3,6,2,1,2,1,0,350000,2,2,0,600,1,1,1,1
283516421941651,4,6,3,1,3,1,0,603000,3,3,0,900,1,1,1,1
392700921298032,4,6,1,3,3,1,0,2250000,3,3,0,1100,1,1,1,1
496920739279162,3,6,1,2,2,1,0,300000,2,2,0,600,2,1,2,2
265419109843581,3,6,2,1,2,1,0,300000,2,2,0,600,1,1,1,1
364038052269607,4,6,3,1,3,1,0,1164000,3,3,0,900,1,1,1,1
50215289242283,3,6,2,1,2,1,0,5000000,2,1,0,5300,1,1,1,1
89304013669744,3,6,2,1,2,1,0,743100,2,2,0,600,1,1,1,1
538638694343891,3,6,2,1,2,1,0,100000,2,2,0,600,1,1,1,1
111447172345324,3,6,1,2,2,1,0,1000000,2,2,0,600,1,1,1,1
501884754216670,3,6,2,1,2,1,0,720000,2,2,0,600,1,1,1,1
248640941502635,3,6,2,1,2,1,0,1947000,2,2,0,5300,1,1,1,1
169270306781923,4,6,3,1,3,1,0,1500000,3,3,0,900,1,1,1,1
556970012461959,3,6,1,2,2,1,0,2700000,4,4,0,1400,1,1,1,1
375070884566703,3,6,1,2,2,1,0,2830000,2,2,0,1000,1,1,1,1
61841061539550,3,6,2,1,2,1,0,200000,2,2,0,600,1,1,1,1
30698651182331,4,6,2,2,2,2,0,29400,3,3,0,900,1,1,2,2
20974910127835,3,6,2,1,2,1,0,548400,2,2,0,600,1,1,1,1
100990860653361,3,6,2,1,2,1,0,2600000,2,2,0,800,1,1,2,2
255130298604010,3,6,1,2,2,1,0,2800000,2,2,0,800,1,1,2,2
69434937963454,5,6,1,4,4,1,0,2500000,6,6,0,1800,1,1,1,1
606500157156395,3,6,2,1,2,1,0,300000,2,2,0,600,1,1,1,1
35954425051387,3,6,2,1,2,1,0,30000,2,2,0,600,1,1,1,1
167635751057246,3,6,1,2,2,1,0,3000000,2,0,0,800,1,1,1,1
196324043380470,3,6,2,1,2,1,0,1500000,2,2,0,5300,1,1,1,1
42535336726575,3,6,1,2,2,1,0,10000000,2,2,0,1000,1,1,1,1
136189847318589,5,6,3,2,3,2,0,690000,4,4,0,1200,2,1,2,2
135008381170162,3,6,2,1,2,1,0,400000,2,2,0,600,1,1,1,1
470294593692954,3,6,1,2,2,1,0,5500000,2,2,0,800,1,1,2,2
325216096305528,3,6,1,1,2,1,1,4950000,2,2,0,800,2,1,2,2
18301314232597,7,6,1,6,6,1,0,43500,6,6,0,1800,1,1,1,1
445725912773714,3,6,2,1,2,1,0,4009000,2,2,0,800,1,1,1,1
195365584273847,3,6,2,1,2,1,0,650000,2,2,0,600,1,1,1,1
148769630056174,3,6,2,1,2,1,0,598000,2,2,0,600,1,1,1,1
177439328218185,3,6,2,1,2,1,0,160000,2,2,0,600,1,1,1,1
175582181265328,4,6,2,1,2,2,1,1240000,3,3,0,900,2,1,2,3
13479790862610,4,6,2,1,3,1,1,4550000,4,4,0,5900,1,1,2,2
1126984706102,3,6,2,1,2,1,0,2760000,2,2,0,800,1,1,2,2
89619478160842,5,6,4,1,4,1,0,2503600,4,4,0,1400,1,1,1,1
212015070717187,3,6,2,1,2,1,0,1050000,2,2,0,600,1,1,1,1
449100544499076,3,6,1,2,2,1,0,160600,2,2,0,600,1,1,1,1
432977024075082,3,6,2,1,2,1,0,500000,2,2,0,2300,1,1,1,1
358043923965659,4,6,3,1,3,1,0,240000,3,3,0,2600,1,1,1,1
161599724572497,3,6,2,1,2,1,0,400000,2,2,0,600,1,1,1,1
680369374998082,3,6,2,1,2,1,0,1021000,2,2,0,600,1,1,1,1
142862952421662,3,6,2,1,2,1,0,860000,2,2,0,600,1,1,1,1
459810695438762,3,6,1,2,2,1,0,1000000,2,2,0,600,1,1,1,1
13223427014062,3,6,2,1,2,1,0,1500000,2,2,0,600,1,1,1,1
151274153602133,3,6,2,1,2,1,0,430000,2,2,0,600,1,1,1,1
161620747981134,5,6,4,1,4,1,0,3242000,4,4,0,1400,1,1,2,2
289099743336511,5,6,4,1,4,1,0,3500000,4,4,0,20000,1,1,1,1
102526191154623,3,6,2,1,2,1,0,191000,2,2,0,600,1,1,1,1
84903319559872,3,6,1,2,2,1,0,5500000,2,2,0,800,1,1,2,1
5966353257421,4,6,2,1,3,1,1,631000,4,4,0,1200,1,1,2,2
218535009190193,3,6,1,1,2,1,1,1800000,2,2,0,800,1,1,2,2
202155686761244,3,6,2,1,2,1,0,200000,2,2,0,600,1,1,2,1
77087995979540,3,6,1,1,2,1,1,392800,2,2,0,600,1,1,2,2
183241690295088,3,6,1,2,2,1,0,490500,2,2,0,600,1,1,1,1
286792346947246,3,6,1,1,2,1,1,6600000,2,2,0,1000,1,1,1,1
235519548352692,3,6,2,1,2,1,0,220000,2,2,0,600,1,1,1,1
351093883696473,8,6,2,4,6,2,1,1590000,7,7,0,2100,1,1,1,1
60940473410988,3,6,2,1,2,1,0,400000,2,2,0,600,1,1,1,1
248027696616124,3,6,2,1,2,1,0,250000,2,2,0,600,1,1,1,1
87065347099295,3,6,2,1,2,1,0,1100000,2,2,0,600,1,1,1,1
109690382651411,3,6,2,1,2,1,0,379500,2,2,0,600,1,1,2,2
571914358269063,3,6,2,1,2,1,0,1685000,3,3,0,1100,1,1,1,1
666992645671080,3,6,2,1,2,1,0,2400000,2,2,0,1000,1,1,1,1
401168574444012,4,6,3,1,3,1,0,3380000,3,3,0,1100,1,1,1,1
9892101983695,3,6,2,1,2,1,0,200000,2,2,0,600,1,1,1,1
219939059731952,3,6,1,1,2,1,1,9800000,2,2,0,1000,1,1,2,2
365190613505987,3,6,2,1,2,1,0,3000000,2,2,0,800,1,1,1,1
204244597018314,3,6,2,1,2,1,0,320000,2,2,0,600,1,1,1,1
673328144463971,3,6,2,1,2,1,0,55000,2,2,0,600,1,1,1,1
450501244898986,4,6,2,1,3,1,1,4632000,3,3,0,1100,1,1,2,2
440669064775889,3,6,1,2,2,1,0,700000,2,2,0,600,1,1,1,1
260083447071739,3,6,2,1,2,1,0,680000,2,2,0,600,1,1,1,1
131123442421537,3,6,2,1,2,1,0,3000000,2,2,0,800,1,1,1,1
876998529586416,3,6,2,1,2,1,0,1000000,2,2,0,600,1,1,1,1
141686573127868,4,6,3,1,3,1,0,350000,3,3,0,900,1,1,1,1
382612681016243,4,6,1,2,2,2,1,10633000,3,3,0,1300,1,1,2,2
24904060000838,3,6,2,1,2,1,0,3635000,2,2,0,10000,1,1,1,1
619389259559548,3,6,2,1,2,1,0,1280000,2,2,0,600,1,1,1,1
107761520920346,3,6,1,2,2,1,0,640000,2,2,0,600,1,1,1,1
53204222810587,5,6,4,1,4,1,0,1195500,4,4,0,1200,1,1,1,1
102825593298564,3,6,2,1,2,1,0,1400000,2,2,0,300,1,1,2,2
239448054644246,3,6,2,1,2,1,0,740000,2,2,0,600,1,1,1,1
332413359670708,4,6,3,1,3,1,0,1961500,3,3,0,1100,1,1,1,1
148127752881504,3,6,2,1,2,1,0,120000,2,2,0,1200,1,1,1,1
187332550055576,5,6,1,3,3,2,1,7030000,4,4,0,1600,1,1,1,1
144365414667108,3,6,1,1,2,1,1,5000000,2,2,0,1000,2,1,2,2
274381794617292,4,6,3,1,3,1,0,1710000,3,3,0,1100,1,1,1,1
99276211968738,3,6,2,1,2,1,0,245000,2,2,0,600,1,1,1,1
471833116826937,2,2,1,1,2,0,2,29400,2,2,0,600,1,1,1,1
68021922781469,3,6,2,1,2,1,0,880000,2,2,0,600,1,1,1,1
126525327496402,9,6,1,8,8,1,0,244000,8,8,0,2400,1,1,1,1
39750069373103,3,6,2,1,2,1,0,35000,2,2,0,600,1,1,1,1
356287485554450,3,6,2,1,2,1,0,420000,2,2,0,600,1,1,1,1
